Format;HydroMonitor - open data exchange file;;;;;;;;;;
Format Version;1.0;;;;;;;;;;
Format Definition;http://hydromonitor.nl/downloads/hydromonitor_data_exchange_format.pdf;;;;;;;;;;
Format Type;CSV;;;;;;;;;;
Format Contents;Header;Metadata;Data;;;;;;;;
Object Type;PumpingWell;;;;;;;;;;
Object ID Fields;Name;FilterNo;;;;;;;;;
;;;;;;;;;;;
Name;FilterNo;StartDateTime;XCoordinate;YCoordinate;SurfaceLevel;WellTopLevel;FilterTopLevel;FilterBottomLevel;WellBottomLevel;Comment;CommentBy
[String];[Integer];[dd-mm-yyyy HH:MM];[m];[m];[m+ref];[m+ref];[m+ref];[m+ref];[m+ref];[String];[String]
Well1;1;15-6-1970 0:00;187930;378630;30,37;30,76;21;20;20;;
Well2;1;15-6-1970 0:00;189790;382110;30,16;30,74;23,74;22,74;22,74;;
Well3;1;15-6-1970 0:00;187360;377180;27,86;28,09;11,09;10,09;10,09;;
Well4;1;1-6-2003 0:00;189440;383320;30,78;30,72;28,21;27,21;27,21;;
Well4;1;14-11-1992 0:00;189440;383320;30,78;30,71;28,21;27,21;27,21;;
;;;;;;;;;;;
Name;FilterNo;DateTime;Volume;;;;;;;;
[String];[Integer];[dd-mm-yyyy HH:MM];[m^3];;;;;;;;
Well2;1;14-12-1976 1:00;29,84;;;;;;;;
Well2;1;28-4-1977 1:00;29,89;;;;;;;;
Well2;1;29-8-1977 1:00;29,91;;;;;;;;
Well2;1;14-10-1977 1:00;29,75;;;;;;;;
Well2;1;16-12-1977 1:00;29,97;;;;;;;;
Well2;1;30-4-1978 1:00;29,91;;;;;;;;
Well2;1;28-8-1978 1:00;29,61;;;;;;;;
Well2;1;13-10-1978 1:00;29,66;;;;;;;;
Well2;1;18-12-1978 1:00;29,8;;;;;;;;
Well2;1;27-4-1979 1:00;29,86;;;;;;;;
Well2;1;28-8-1979 1:00;29,59;;;;;;;;
Well2;1;15-10-1979 1:00;29,58;;;;;;;;
Well2;1;15-12-1979 1:00;29,91;;;;;;;;
Well2;1;28-8-1980 1:00;29,71;;;;;;;;
Well2;1;16-10-1980 1:00;29,74;;;;;;;;
Well2;1;20-12-1980 1:00;29,77;;;;;;;;
Well2;1;28-4-1981 1:00;29,62;;;;;;;;
Well2;1;6-9-1981 1:00;29,59;;;;;;;;
Well2;1;22-10-1981 1:00;29,75;;;;;;;;
Well2;1;15-12-1981 1:00;29,84;;;;;;;;
Well2;1;29-4-1982 1:00;29,69;;;;;;;;
Well2;1;3-9-1982 1:00;29,54;;;;;;;;
Well2;1;18-10-1982 1:00;29,69;;;;;;;;
Well2;1;14-12-1982 1:00;29,78;;;;;;;;
Well2;1;28-4-1983 1:00;29,76;;;;;;;;
Well2;1;29-8-1983 1:00;29,69;;;;;;;;
Well2;1;18-10-1983 1:00;29,62;;;;;;;;
Well2;1;14-12-1983 1:00;29,68;;;;;;;;
Well2;1;28-4-1984 1:00;29,7;;;;;;;;
Well2;1;28-8-1984 1:00;29,65;;;;;;;;
Well2;1;15-10-1984 1:00;29,93;;;;;;;;
Well2;1;15-12-1984 1:00;29,82;;;;;;;;
Well2;1;28-4-1985 1:00;29,86;;;;;;;;
Well2;1;28-8-1985 1:00;29,75;;;;;;;;
Well2;1;16-10-1985 1:00;29,7;;;;;;;;
Well2;1;16-12-1985 1:00;29,79;;;;;;;;
Well2;1;28-4-1986 1:00;29,8;;;;;;;;
Well2;1;29-8-1986 1:00;29,57;;;;;;;;
Well3;1;22-7-1970 1:00;26,9;;;;;;;;
Well3;1;26-8-1970 1:00;26,76;;;;;;;;
Well3;1;14-10-1970 1:00;26,91;;;;;;;;
Well3;1;28-12-1970 1:00;27,12;;;;;;;;
Well3;1;28-4-1971 1:00;27,02;;;;;;;;
Well3;1;27-8-1971 1:00;26,68;;;;;;;;
Well3;1;14-10-1971 1:00;26,5;;;;;;;;
Well3;1;14-12-1971 1:00;26,8;;;;;;;;
Well3;1;28-4-1972 1:00;26,85;;;;;;;;
Well3;1;28-8-1972 1:00;27,07;;;;;;;;
Well3;1;8-11-1972 1:00;26,72;;;;;;;;
Well3;1;14-12-1972 1:00;26,76;;;;;;;;
Well3;1;27-4-1973 1:00;27,11;;;;;;;;
Well3;1;28-8-1973 1:00;26,42;;;;;;;;
Well3;1;15-10-1973 1:00;26,57;;;;;;;;
Well3;1;14-12-1973 1:00;26,94;;;;;;;;
Well3;1;29-4-1974 1:00;26,87;;;;;;;;
Well3;1;28-8-1974 1:00;26,66;;;;;;;;
Well3;1;14-10-1974 1:00;26,9;;;;;;;;
Well3;1;13-12-1974 1:00;27,61;;;;;;;;
Well3;1;28-4-1975 1:00;27,2;;;;;;;;
Well3;1;28-8-1975 1:00;27,06;;;;;;;;
Well3;1;14-10-1975 1:00;26,48;;;;;;;;
Well3;1;15-12-1975 1:00;26,65;;;;;;;;
Well3;1;28-4-1976 1:00;26,59;;;;;;;;
Well3;1;19-9-1976 1:00;26,28;;;;;;;;
Well3;1;14-10-1976 1:00;26,35;;;;;;;;
Well3;1;2-1-1977 1:00;26,85;;;;;;;;
Well3;1;28-4-1977 1:00;27,01;;;;;;;;
Well3;1;29-8-1977 1:00;26,93;;;;;;;;
Well3;1;14-10-1977 1:00;26,74;;;;;;;;
Well3;1;14-12-1977 1:00;27,18;;;;;;;;
Well3;1;28-4-1978 1:00;27,11;;;;;;;;
Well3;1;14-9-1978 1:00;26,67;;;;;;;;
Well3;1;13-10-1978 1:00;26,81;;;;;;;;
Well3;1;14-12-1978 1:00;26,78;;;;;;;;
Well3;1;13-5-1979 1:00;27,3;;;;;;;;
Well3;1;28-8-1979 1:00;26,66;;;;;;;;
Well3;1;17-10-1979 1:00;26,57;;;;;;;;
Well3;1;14-12-1979 1:00;27,07;;;;;;;;
Well3;1;28-4-1980 1:00;27,01;;;;;;;;
Well3;1;8-9-1980 1:00;27,01;;;;;;;;
Well3;1;15-12-1980 1:00;27,12;;;;;;;;
Well3;1;15-5-1981 1:00;27,07;;;;;;;;
Well3;1;15-9-1981 1:00;26,72;;;;;;;;
Well3;1;14-10-1981 1:00;27,18;;;;;;;;
Well3;1;6-1-1982 1:00;27,63;;;;;;;;
Well3;1;15-5-1982 1:00;27;;;;;;;;
Well3;1;28-8-1982 1:00;26,51;;;;;;;;
Well3;1;14-10-1982 1:00;26,77;;;;;;;;
Well3;1;29-12-1982 1:00;27,29;;;;;;;;
Well3;1;29-4-1983 1:00;27,35;;;;;;;;
Well3;1;29-8-1983 1:00;26,31;;;;;;;;
Well3;1;15-10-1983 1:00;26,51;;;;;;;;
Well3;1;29-10-1983 1:00;26,49;;;;;;;;
Well3;1;28-12-1983 1:00;26,88;;;;;;;;
Well3;1;27-4-1984 1:00;26,97;;;;;;;;
Well3;1;29-8-1984 1:00;26,51;;;;;;;;
Well3;1;15-10-1984 1:00;27,34;;;;;;;;
Well3;1;14-12-1984 1:00;27,23;;;;;;;;
Well3;1;26-4-1985 1:00;27,28;;;;;;;;
Well3;1;13-9-1985 1:00;26,86;;;;;;;;
Well3;1;18-10-1985 1:00;26,72;;;;;;;;
Well3;1;26-12-1985 1:00;27,2;;;;;;;;
Well3;1;29-4-1986 1:00;27,36;;;;;;;;
Well3;1;28-8-1986 1:00;26,67;;;;;;;;
Well3;1;28-10-1986 1:00;26,89;;;;;;;;
Well3;1;3-1-1987 1:00;27,45;;;;;;;;
Well3;1;13-5-1987 1:00;27,01;;;;;;;;
Well3;1;31-8-1987 1:00;26,82;;;;;;;;
Well3;1;14-10-1987 1:00;26,99;;;;;;;;
Well3;1;13-12-1987 1:00;27,02;;;;;;;;
Well3;1;9-5-1988 1:00;26,97;;;;;;;;
Well3;1;29-8-1988 1:00;26,8;;;;;;;;
Well3;1;14-10-1988 1:00;26,93;;;;;;;;
Well3;1;15-12-1988 1:00;27,15;;;;;;;;
Well3;1;16-5-1989 1:00;26,95;;;;;;;;
Well3;1;28-8-1989 1:00;26,31;;;;;;;;
Well3;1;27-10-1989 1:00;26,35;;;;;;;;
Well3;1;14-12-1989 1:00;26,33;;;;;;;;
Well3;1;14-5-1990 1:00;26,68;;;;;;;;
Well3;1;29-8-1990 1:00;26,11;;;;;;;;
Well3;1;16-10-1990 1:00;26,05;;;;;;;;
Well3;1;16-12-1990 1:00;26,5;;;;;;;;
Well3;1;29-4-1991 1:00;26,46;;;;;;;;
Well3;1;28-8-1991 1:00;26,07;;;;;;;;
Well3;1;14-10-1991 1:00;26,03;;;;;;;;
Well3;1;14-12-1991 1:00;26,4;;;;;;;;
Well3;1;29-4-1992 1:00;26,76;;;;;;;;
Well3;1;29-8-1992 1:00;26,44;;;;;;;;
Well3;1;14-10-1992 1:00;26,42;;;;;;;;
Well3;1;15-12-1992 1:00;27,08;;;;;;;;
Well3;1;28-4-1993 1:00;26,68;;;;;;;;
Well3;1;28-8-1993 1:00;26,4;;;;;;;;
Well3;1;14-10-1993 1:00;26,97;;;;;;;;
Well3;1;14-12-1993 1:00;27,22;;;;;;;;
Well3;1;28-4-1994 1:00;27,06;;;;;;;;
Well3;1;1-9-1994 1:00;26,31;;;;;;;;
Well3;1;17-10-1994 1:00;26,45;;;;;;;;
Well3;1;14-12-1994 1:00;26,88;;;;;;;;
Well3;1;29-4-1995 1:00;27;;;;;;;;
Well3;1;28-8-1995 1:00;26,13;;;;;;;;
Well3;1;12-10-1995 1:00;26,21;;;;;;;;
Well3;1;14-12-1995 1:00;26,1;;;;;;;;
Well3;1;29-4-1996 1:00;25,64;;;;;;;;
Well3;1;28-8-1996 1:00;26,03;;;;;;;;
Well3;1;14-10-1996 1:00;26,25;;;;;;;;
Well3;1;13-12-1996 1:00;26,79;;;;;;;;
Well3;1;28-4-1997 1:00;26,59;;;;;;;;
Well3;1;30-8-1997 1:00;26,23;;;;;;;;
Well3;1;14-10-1997 1:00;26,22;;;;;;;;
